2130,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140223T081016F.FIT
2131,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140223T081516F.FIT
2132,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140223T082016F.FIT
2133,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140327T171904F.FIT
2134,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140327T172504F.FIT
2135,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140327T173100F.FIT
2136,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140327T173204F.FIT
2137,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140430T031904F.FIT
2138,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140430T032504F.FIT
2139,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140430T033059F.FIT
2140,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-X-NAVCAM-2-PRL-COM-V1.0/DATA/CAM1/ROS_CAM1_20140430T033204F.FIT
2141,http://imagearchives.esac.esa.int/data_raw/ROSETTA/NAVCAM/RO-C-NAVCAM-2-PRL-MTP003-V1.0/DATA/CAM1/ROS_CAM1_20140508T131817F.FIT
